HUGO_SYMBOL	Entrez_Gene_Id	Bill_Tumor
LYST	00000	3.97
LYVE1	00000	5.74
LYZ	00000	13.02
LYZL1	00000	0
LZIC	00000	12.62
LZTFL1	00000	9.54
LZTR1	00000	31.83
LZTS1	00000	1.36
LZTS2	00000	25.56
M1AP	00000	1.59
M6PR	00000	47.5
MAATS1	00000	4.93
MAB21L1	00000	0.19
MAB21L2	00000	0.07
MAB21L3	00000	0.52
MACC1	00000	6.02
MACF1	00000	69.86
MACROD1	00000	33.55
MACROD2	00000	2.96
MAD1L1	00000	8.04
MAD2L1	00000	1.43
MAD2L1BP	00000	9.73
MAD2L2	00000	10.18
MADCAM1	00000	0.62
MADD	00000	19.56
MAEA	00000	37.23
MAEL	00000	0.56
MAF	00000	25.05
MAF1	00000	68.21
MAFA	00000	0.53
MAFB	00000	7.51
MAFF	00000	7.59
MAFG	00000	6.06
MAFK	00000	25.47
MAG	00000	0.9
MAGEA1	00000	0
MAGEA10	00000	0.01
MAGEA11	00000	0
MAGEA12	00000	0
MAGEA2	00000	0
MAGEA2B	00000	0
MAGEA3	00000	0
MAGEA4	00000	0
MAGEA6	00000	0
MAGEA8	00000	0.01
MAGEA9	00000	0.02
MAGEB1	00000	0
MAGEB10	00000	0
MAGEB17	00000	0.02
MAGEB18	00000	0
MAGEB2	00000	0
MAGEB6	00000	0
MAGEC1	00000	0
MAGEC2	00000	0
MAGEC3	00000	0.04
MAGED1	00000	44.24
MAGED2	00000	110.57
MAGED4	00000	2.27
MAGED4B	00000	5.41
MAGEE1	00000	2.34
MAGEE2	00000	0.18
MAGEF1	00000	33.73
MAGEH1	00000	19.77
MAGEL2	00000	0.21
MAGI1	00000	14.26
MAGI2	00000	3.82
MAGI3	00000	7.65
MAGIX	00000	5.94
MAGOH	00000	21.63
MAGOHB	00000	6.46
MAGT1	00000	25.1
MAK	00000	0.11
MAK16	00000	3.9
MAL	00000	402.32
MAL2	00000	108.59
MALL	00000	4.71
MALSU1	00000	24.25
MALT1	00000	5.3
MAMDC2	00000	3.58
MAMDC4	00000	4.45
MAML1	00000	7.74
MAML2	00000	8.29
MAML3	00000	2.38
MAMLD1	00000	1.84
MAMSTR	00000	1.01
MAN1A1	00000	51.14
MAN1A2	00000	10.42
MAN1B1	00000	22.5
MAN1C1	00000	25.39
MAN2A1	00000	12.95
MAN2A2	00000	18.82
MAN2B1	00000	17.64
MAN2B2	00000	11.4
MAN2C1	00000	78.96
MANBA	00000	9.19
MANBAL	00000	34.62
MANEA	00000	5.93
MANEAL	00000	3.41
MANF	00000	27.25
MANSC1	00000	16.19
MANSC4	00000	0.05
MAOA	00000	34.24
MAOB	00000	42.86
MAP10	00000	0.96
MAP1A	00000	2.19
MAP1B	00000	6.86
MAP1LC3A	00000	35.98
MAP1LC3B	00000	37.84
MAP1LC3B2	00000	4.03
MAP1LC3C	00000	0.17
MAP1S	00000	11.27
MAP2	00000	4.31
MAP2K1	00000	25
MAP2K2	00000	57.47
MAP2K3	00000	25.59
MAP2K4	00000	8.28
MAP2K5	00000	6.24
MAP2K6	00000	2.76
MAP2K7	00000	20.17
MAP3K1	00000	10.36
MAP3K10	00000	8.5
MAP3K11	00000	29.04
MAP3K12	00000	6.6
MAP3K13	00000	20.86
MAP3K15	00000	2.06
MAP3K19	00000	0.02
MAP3K2	00000	6.99
MAP3K3	00000	17.5
MAP3K4	00000	6.11
MAP3K5	00000	5.72
MAP3K6	00000	8.39
MAP3K7	00000	7.1
MAP3K7CL	00000	3.42
MAP3K8	00000	4.64
MAP3K9	00000	1.38
MAP4	00000	67.01
MAP4K1	00000	1.4
MAP4K2	00000	6.96
MAP4K3	00000	15.75
MAP4K4	00000	10.23
MAP4K5	00000	8.89
MAP6	00000	6.78
MAP6D1	00000	0.67
MAP7	00000	15.85
MAP7D1	00000	27.02
MAP7D2	00000	1.22
MAP7D3	00000	3.34
MAP9	00000	8.21
MAPK1	00000	28.56
MAPK10	00000	17.75
MAPK11	00000	5.08
MAPK12	00000	5.2
MAPK13	00000	11.77
MAPK14	00000	13.43
MAPK15	00000	10.2
MAPK1IP1L	00000	30.87
MAPK3	00000	57.06
MAPK4	00000	3.23
MAPK6	00000	6.65
MAPK7	00000	8.4
MAPK8	00000	11.97
MAPK8IP1	00000	12.75
MAPK8IP2	00000	0.75
MAPK8IP3	00000	35.59
MAPK9	00000	12.37
MAPKAP1	00000	26.26
MAPKAPK2	00000	45.69
MAPKAPK3	00000	23.8
MAPKAPK5	00000	11.8
MAPKBP1	00000	6.83
MAPRE1	00000	36.06
MAPRE2	00000	16.95
MAPRE3	00000	17.29
MAPT	00000	10.48
1-Mar	00000	6.23
2-Mar	00000	42.68
1-Mar	00000	1.68
10-Mar	00000	1.72
11-Mar	00000	0.04
2-Mar	00000	16.97
3-Mar	00000	0.62
4-Mar	00000	0.03
5-Mar	00000	14.62
6-Mar	00000	46.55
7-Mar	00000	20.92
8-Mar	00000	15.78
9-Mar	00000	15.25
MARCKS	00000	22.52
MARCKSL1	00000	36.08
MARCO	00000	1.71
MARK1	00000	1.89
MARK2	00000	11.44
MARK3	00000	29.57
MARK4	00000	11.38
MARS	00000	33.2
MARS2	00000	1.81
MARVELD1	00000	9.06
MARVELD2	00000	15.1
MARVELD3	00000	14.81
MAS1L	00000	0.03
MASP1	00000	2.79
MASP2	00000	0.63
MAST1	00000	0.12
MAST2	00000	7.07
MAST3	00000	3.74
MAST4	00000	9.36
MASTL	00000	3.05
MAT1A	00000	1.04
MAT2A	00000	80.86
MAT2B	00000	50.89
MATK	00000	0.85
MATN1	00000	0.08
MATN2	00000	47.73
MATN3	00000	1.37
MATN4	00000	0.1
MATR3	00000	118.71
MAU2	00000	17.45
MAVS	00000	10.65
MAX	00000	41.58
MAZ	00000	51.52
MB	00000	0.12
MB21D1	00000	0.74
MB21D2	00000	1.53
MBD1	00000	23.91
MBD2	00000	22.28
MBD3	00000	36.82
MBD3L1	00000	0
MBD3L2	00000	0
MBD4	00000	15.44
MBD5	00000	7.51
MBD6	00000	27.79
MBIP	00000	11.13
MBL2	00000	0
MBLAC1	00000	2.66
MBLAC2	00000	2.34
MBNL1	00000	20.49
MBNL2	00000	28.97
MBNL3	00000	4.32
MBOAT1	00000	5.59
MBOAT2	00000	12.83
MBOAT4	00000	0.07
MBOAT7	00000	28.18
MBP	00000	17.76
MBTD1	00000	4.07
MBTPS1	00000	38.66
MBTPS2	00000	5.04
MC1R	00000	2.45
MC2R	00000	0.05
MC3R	00000	0
MC4R	00000	0.01
MC5R	00000	0.01
MCAM	00000	40.66
MCAT	00000	13.03
MCC	00000	4.12
MCCC1	00000	26.44
MCCC2	00000	29.58
MCCD1	00000	5.19
MCEE	00000	13.05
MCF2	00000	0.94
MCF2L	00000	22.23
MCF2L2	00000	0.78
MCFD2	00000	31.67
MCHR1	00000	0.11
MCHR2	00000	0
MCIDAS	00000	0.31
MCL1	00000	59.86
MCM10	00000	0.05
MCM2	00000	3.43
MCM3	00000	16.83
MCM3AP	00000	23.89
MCM4	00000	6.07
MCM5	00000	7.18
MCM6	00000	3.11
MCM7	00000	20.26
MCM8	00000	2.52
MCM9	00000	5.38
MCMBP	00000	13.65
MCMDC2	00000	0.74
MCOLN1	00000	13.38
MCOLN2	00000	0.58
MCOLN3	00000	5.18
MCPH1	00000	4.71
MCRS1	00000	27.73
MCTP1	00000	2.73
MCTP2	00000	2.28
MCTS1	00000	15.64
MCU	00000	13.78
MCUR1	00000	10.3
MDC1	00000	11.36
MDFI	00000	2.33
MDFIC	00000	11.2
MDGA1	00000	1.82
MDGA2	00000	0.12
MDH1	00000	99.72
MDH1B	00000	2.12
MDH2	00000	76.44
MDK	00000	23.96
MDM1	00000	4.77
MDM2	00000	13.39
MDM4	00000	7.05
MDN1	00000	6.12
MDP1	00000	10.3
MDS2	00000	0.04
ME1	00000	2.47
ME2	00000	12.59
ME3	00000	13.2
MEA1	00000	37.1
MEAF6	00000	29.16
MECOM	00000	47.25
MECP2	00000	16.92
MECR	00000	11.17
MED1	00000	8.44
MED10	00000	14.27
MED11	00000	23.51
MED12	00000	9.88
MED12L	00000	0.11
MED13	00000	8.58
MED13L	00000	11.35
MED14	00000	9
MED15	00000	22.99
MED16	00000	18.97
MED17	00000	9.8
MED18	00000	6.82
MED19	00000	10.47
MED20	00000	7.08
MED21	00000	15.88
MED22	00000	13.1
MED23	00000	6.98
MED24	00000	32.22
MED25	00000	21.81
MED26	00000	2.95
MED27	00000	7.77
MED28	00000	13.86
MED29	00000	24.89
MED30	00000	6.32
MED31	00000	8.04
MED4	00000	21.28
MED6	00000	7.45
MED7	00000	9.04
MED8	00000	12.6
MED9	00000	13.03
MEDAG	00000	2.6
MEF2A	00000	19.87
MEF2B	00000	1.21
MEF2BNB	00000	15.97
MEF2BNB-MEF2B	00000	2.55
MEF2C	00000	8.64
MEF2D	00000	16.03
MEFV	00000	0.07
MEGF10	00000	0.04
MEGF11	00000	0.12
MEGF6	00000	4.22
MEGF8	00000	13.46
MEGF9	00000	11.19
MEI1	00000	1.72
MEI4	00000	1.49
MEIG1	00000	0.26
MEIOB	00000	0.27
MEIS1	00000	8.8
MEIS2	00000	18.02
MEIS3	00000	3.86
MELK	00000	0.1
MEMO1	00000	8.82
MEN1	00000	13.32
MEOX1	00000	0.24
MEOX2	00000	0.52
MEP1A	00000	0
MEP1B	00000	0.01
MEPCE	00000	23.19
MEPE	00000	0
MERTK	00000	6.11
MESDC1	00000	6.25
MESDC2	00000	13.16
MESP1	00000	0.92
MESP2	00000	0.11
MEST	00000	8.03
MET	00000	12.16
METAP1	00000	15.03
METAP1D	00000	3.21
METAP2	00000	56.42
METRN	00000	12.5
METRNL	00000	53.22
METTL1	00000	8.97
METTL10	00000	10.44
METTL11B	00000	0
METTL12	00000	3.26
METTL13	00000	10.78
METTL14	00000	7.02
METTL15	00000	3.84
METTL16	00000	8.27
METTL17	00000	34.37
METTL18	00000	3.67
METTL20	00000	2.75
METTL21A	00000	8.05
METTL21B	00000	4.72
METTL21C	00000	0
METTL22	00000	6.25
METTL23	00000	21.01
METTL24	00000	1.17
METTL25	00000	3.57
METTL2A	00000	5.99
METTL2B	00000	8.17
METTL3	00000	17.82
METTL4	00000	3.84
METTL5	00000	17.62
METTL6	00000	5.26
METTL7A	00000	90.07
METTL7B	00000	7.26
METTL8	00000	3.06
METTL9	00000	78.2
MEX3A	00000	0.68
MEX3B	00000	0.85
MEX3C	00000	5.71
MEX3D	00000	6.11
MFAP1	00000	16.69
MFAP2	00000	9.58
MFAP3	00000	7.37
MFAP3L	00000	25.62
MFAP4	00000	73.35
MFAP5	00000	1.01
MFF	00000	48.21
MFGE8	00000	71.15
MFHAS1	00000	7.11
MFI2	00000	27.06
MFN1	00000	10.66
MFN2	00000	28.11
MFNG	00000	4.58
MFSD1	00000	23.01
MFSD10	00000	38.64
MFSD11	00000	8.94
MFSD12	00000	44.3
MFSD2A	00000	0.45
MFSD2B	00000	0.06
MFSD3	00000	15.82
MFSD4	00000	116.45
MFSD5	00000	12.64
MFSD6	00000	9.73
MFSD6L	00000	2.13
MFSD7	00000	5.78
MFSD8	00000	4.22
MFSD9	00000	4.62
MGA	00000	3.92
MGAM	00000	3.43
MGARP	00000	1.02
MGAT1	00000	48.09
MGAT2	00000	8.61
MGAT3	00000	2.93
MGAT4A	00000	13.93
MGAT4B	00000	60.45
MGAT4C	00000	0.11
MGAT5	00000	13.62
MGAT5B	00000	0.28
MGEA5	00000	38.53
MGLL	00000	53.45
MGME1	00000	8.96
MGMT	00000	15.83
MGP	00000	850.98
MGRN1	00000	21.12
MGST1	00000	74.79
MGST2	00000	28.69
MGST3	00000	127.08
MIA	00000	0.36
MIA-RAB4B	00000	0.02
MIA2	00000	1.86
MIA3	00000	20.93
MIB1	00000	6.97
MIB2	00000	37.82
MICA	00000	8.89
MICAL1	00000	9.51
MICAL2	00000	6.17
MICAL3	00000	11.62
MICALCL	00000	0.09
MICALL1	00000	7.62
MICALL2	00000	11
MICB	00000	0.56
MICU1	00000	34.45
MICU2	00000	33.53
MICU3	00000	2.97
MID1	00000	4.76
MID1IP1	00000	30.01
MID2	00000	3.96
MIDN	00000	26.38
MIEF1	00000	11.24
MIEF2	00000	10.45
MIEN1	00000	46.22
MIER1	00000	9.76
MIER2	00000	6.83
MIER3	00000	4.56
MIF	00000	274.96
MIF4GD	00000	14.13
MIIP	00000	7.25
MILR1	00000	0.84
MINA	00000	13.97
MINK1	00000	29.82
MINOS1	00000	55.77
MINOS1-NBL1	00000	0.1
MINPP1	00000	7.34
MIOS	00000	8.1
MIOX	00000	193.48
MIP	00000	0.02
MIPEP	00000	9.9
MIPOL1	00000	2.62
MIR3654	00000	1.35
MIS12	00000	7.07
MIS18A	00000	4.22
MIS18BP1	00000	3.68
MISP	00000	4.25
MITD1	00000	12.91
MITF	00000	14.86
MIXL1	00000	0.01
MKI67	00000	0.17
MKKS	00000	13.79
MKL1	00000	11.58
MKL2	00000	6.63
MKLN1	00000	12.44
MKNK1	00000	13.2
MKNK2	00000	42.2
MKRN1	00000	36.07
MKRN2	00000	10.68
MKRN3	00000	0.08
MKS1	00000	8.67
MKX	00000	0.44
MLANA	00000	0.46
MLC1	00000	0.05
MLEC	00000	40.43
MLF1	00000	8.17
MLF2	00000	129.08
MLH1	00000	10.11
MLH3	00000	7.56
MLIP	00000	0.31
MLKL	00000	3.21
MLLT1	00000	15.89
MLLT10	00000	9.83
MLLT11	00000	2.07
MLLT3	00000	6.43
MLLT4	00000	52.05
MLLT6	00000	57.09
MLNR	00000	0.37
MLPH	00000	5.57
MLST8	00000	22.64
MLX	00000	22.92
MLXIP	00000	15.52
MLXIPL	00000	25.01
MLYCD	00000	7.28
MMAA	00000	3.41
MMAB	00000	24.28
MMACHC	00000	3.19
MMADHC	00000	34.74
MMD	00000	10.47
MME	00000	64.34
MMEL1	00000	2.61
MMGT1	00000	11.87
MMP1	00000	1.09
MMP10	00000	0.1
MMP11	00000	2.23
MMP13	00000	0
MMP14	00000	26.94
MMP15	00000	8.46
MMP16	00000	0.08
MMP17	00000	0.85
MMP19	00000	2.5
MMP2	00000	33.04
MMP20	00000	0.06
MMP21	00000	0.09
MMP23B	00000	4.12
MMP24	00000	3.97
MMP25	00000	0.63
MMP26	00000	0
MMP27	00000	0
MMP28	00000	3.49
MMP3	00000	0.13
MMP7	00000	50.01
MMP8	00000	0.13
MMP9	00000	2.46
MMRN1	00000	0.79
MMRN2	00000	22.1
MMS19	00000	25.92
MMS22L	00000	0.77
MN1	00000	0.82
MNAT1	00000	11.64
MND1	00000	0.24
MNDA	00000	1.68
MNS1	00000	9.83
MNT	00000	6.07
MNX1	00000	0.15
MOAP1	00000	27.17
MOB1A	00000	33.06
MOB1B	00000	14.35
MOB2	00000	15.47
MOB3A	00000	12.58
MOB3B	00000	3.87
MOB3C	00000	7.68
MOB4	00000	8.95
MOBP	00000	0.03
MOCOS	00000	1.69
MOCS1	00000	12.44
MOCS2	00000	51.41
MOCS3	00000	2.63
MOG	00000	0.06
MOGAT1	00000	0.19
MOGAT2	00000	0.42
MOGAT3	00000	0.86
MOGS	00000	20.34
MOK	00000	11.14
MON1A	00000	5.57
MON1B	00000	14.94
MON2	00000	11.43
MORC2	00000	9.69
MORC3	00000	8.18
MORC4	00000	4.6
MORF4L1	00000	169.65
MORF4L2	00000	83.9
MORN1	00000	7.08
MORN2	00000	25.17
MORN3	00000	2.02
MORN4	00000	13.17
MORN5	00000	1.35
MOSPD1	00000	5.68
MOSPD2	00000	3.29
MOSPD3	00000	18.46
MOV10	00000	29.43
MOV10L1	00000	0.24
MOXD1	00000	36.85
MPC1	00000	125.18
MPC2	00000	69.3
MPDU1	00000	52.2
MPDZ	00000	13.49
MPEG1	00000	3.41
MPG	00000	15.66
MPHOSPH10	00000	9.76
MPHOSPH6	00000	9.89
MPHOSPH8	00000	31.83
MPHOSPH9	00000	5.02
MPI	00000	20.11
MPL	00000	0.1
MPLKIP	00000	2.93
MPND	00000	10.99
MPO	00000	0.06
MPP1	00000	25.69
MPP2	00000	1.76
MPP3	00000	4.1
MPP4	00000	0.06
MPP5	00000	14.57
MPP6	00000	3.42
MPP7	00000	14.13
MPPE1	00000	34.55
MPPED1	00000	0.01
MPPED2	00000	14.53
MPRIP	00000	75.67
MPST	00000	46.62
MPV17	00000	37.28
MPV17L	00000	4.02
MPV17L2	00000	7.14
MPZ	00000	3.64
MPZL1	00000	30.43
MPZL2	00000	12.64
MPZL3	00000	1.75
MR1	00000	10.5
MRAP	00000	0.02
MRAP2	00000	2.46
MRAS	00000	14.83
MRC1	00000	0.32
MRC2	00000	26.45
MRE11A	00000	3.39
MREG	00000	3.42
MRFAP1	00000	205.51
MRFAP1L1	00000	38.02
MRGBP	00000	7.77
MRGPRD	00000	0
MRGPRE	00000	0.04
MRGPRF	00000	12.09
MRGPRX2	00000	0.03
MRGPRX3	00000	0
MRI1	00000	16.93
MRM1	00000	2.81
MRO	00000	2.76
MROH1	00000	6.71
MROH2A	00000	0.23
MROH6	00000	3.01
MROH7	00000	3.65
MROH7-TTC4	00000	0.91
MROH8	00000	1.41
MRP63	00000	16.44
MRPL1	00000	12.96
MRPL10	00000	21.36
MRPL11	00000	22.72
MRPL12	00000	42.9
MRPL13	00000	19.97
MRPL14	00000	18.07
MRPL15	00000	30.4
MRPL16	00000	35.47
MRPL17	00000	22.79
MRPL18	00000	35.71
MRPL19	00000	12.53
MRPL2	00000	37.05
MRPL20	00000	65.41
MRPL21	00000	21.05
MRPL22	00000	22.34
MRPL23	00000	38.82
MRPL24	00000	37.04
MRPL27	00000	42.44
MRPL28	00000	38.64
MRPL3	00000	33.72
MRPL30	00000	2.14
MRPL32	00000	30.64
MRPL33	00000	136.8
MRPL34	00000	82.77
MRPL35	00000	16.07
MRPL36	00000	30.2
MRPL37	00000	29.93
MRPL38	00000	41.94
MRPL39	00000	11.93
MRPL4	00000	26.58
MRPL40	00000	22.49
MRPL41	00000	39.65
MRPL42	00000	22.01
MRPL43	00000	54.41
MRPL44	00000	18.24
MRPL45	00000	19.24
MRPL46	00000	15.94
MRPL47	00000	16.57
MRPL48	00000	22.36
MRPL49	00000	42.04
MRPL50	00000	6.12
MRPL51	00000	62.45
MRPL52	00000	30.85
MRPL53	00000	49.37
MRPL54	00000	51.84
MRPL55	00000	28.17
MRPL9	00000	30.41
MRPS10	00000	15.49
MRPS11	00000	18.54
MRPS12	00000	19.86
MRPS14	00000	16.05
MRPS15	00000	37.42
MRPS16	00000	24.7
MRPS17	00000	6.33
MRPS18A	00000	23.75
MRPS18B	00000	48.72
MRPS18C	00000	16.5
MRPS2	00000	30
MRPS21	00000	39.67
MRPS22	00000	21.4
MRPS23	00000	27.17
MRPS24	00000	85.2
MRPS25	00000	33.04
MRPS26	00000	29.94
MRPS27	00000	18.3
MRPS28	00000	35.47
MRPS30	00000	14.37
MRPS31	00000	13.78
MRPS33	00000	38.14
MRPS34	00000	57.17
MRPS35	00000	30.15
MRPS36	00000	17.62
MRPS5	00000	36.45
MRPS6	00000	274.28
MRPS7	00000	38.09
MRPS9	00000	16.86
MRRF	00000	10.84
MRS2	00000	11.62
MRTO4	00000	9.19
MRVI1	00000	8.22
MS4A1	00000	0.33
MS4A10	00000	0.02
MS4A12	00000	0
MS4A14	00000	0.53
MS4A15	00000	0
MS4A2	00000	0.34
MS4A3	00000	0.01
MS4A4A	00000	1.9
MS4A4E	00000	0.21
MS4A5	00000	0
MS4A6A	00000	8.87
MS4A6E	00000	0
MS4A7	00000	5.22
MS4A8	00000	0.08
MSANTD1	00000	0.24
MSANTD2	00000	7.78
MSANTD3	00000	10.98
MSANTD3-TMEFF1	00000	0.25
MSANTD4	00000	5.69
MSC	00000	2.12
MSH2	00000	4.89
MSH3	00000	5.67
MSH4	00000	0.01
MSH5	00000	5.94
MSH5-SAPCD1	00000	3.64
MSH6	00000	10.27
MSI1	00000	0.43
MSI2	00000	36.46
MSL1	00000	28.31
MSL2	00000	7.47
MSL3	00000	9.41
MSLN	00000	1.53
MSLNL	00000	0.02
MSMB	00000	0
MSMO1	00000	21.37
MSMP	00000	0.15
MSN	00000	110.54
MSR1	00000	3.36
MSRA	00000	35.96
MSRB1	00000	38.65
MSRB2	00000	13.99
MSRB3	00000	10.49
MSS51	00000	0.54
MST1	00000	59.63
MST1R	00000	0.82
MSTN	00000	0.34
MSTO1	00000	13.44
MSX1	00000	1.95
MSX2	00000	0.2
MT-ATP6	00000	42342.81
MT-ATP8	00000	67597.66
MT-CO1	00000	37517.91
MT-CO2	00000	28996.93
MT-CO3	00000	48986.14
MT-CYB	00000	25652.69
MT-ND1	00000	24340.71
MT-ND2	00000	21875.95
MT-ND3	00000	44445.83
MT-ND4	00000	29331.37
MT-ND4L	00000	23093.9
MT-ND5	00000	6752.28
MT-ND6	00000	10017.11
MT1A	00000	0.66
MT1B	00000	0
MT1E	00000	38.27
MT1F	00000	89.86
MT1G	00000	676.56
MT1H	00000	178.14
MT1HL1	00000	0.04
MT1M	00000	2.94
MT1X	00000	124.22
MT2A	00000	80.29
MT3	00000	1.52
MT4	00000	0
MTA1	00000	42.53
MTA2	00000	20.19
MTA3	00000	17.12
MTAP	00000	7.24
MTBP	00000	0.57
MTCH1	00000	86.89
MTCH2	00000	33.88
MTCP1	00000	2.4
MTDH	00000	34.07
MTERF	00000	3.28
MTERFD1	00000	5.95
MTERFD2	00000	18.02
MTERFD3	00000	12.54
MTF1	00000	3.07
MTF2	00000	5.14
MTFMT	00000	6.27
MTFP1	00000	10.45
MTFR1	00000	13
MTFR1L	00000	43.73
MTFR2	00000	0.19
MTG1	00000	19.22
MTG2	00000	22.23
MTHFD1	00000	27.27
MTHFD1L	00000	3.6
MTHFD2	00000	4.84
MTHFD2L	00000	6.42
MTHFR	00000	7.2
MTHFS	00000	48.16
MTHFSD	00000	7.19
MTIF2	00000	13.45
MTIF3	00000	33.51
MTL5	00000	4.87
MTM1	00000	4.89
MTMR1	00000	6.88
MTMR10	00000	28.88
MTMR11	00000	10.05
MTMR12	00000	11.61
MTMR14	00000	16.12
MTMR2	00000	10.63
MTMR3	00000	11.13
MTMR4	00000	11.66
MTMR6	00000	5.38
MTMR7	00000	0.76
MTMR8	00000	0.51
MTMR9	00000	2.65
MTNR1A	00000	0.41
MTNR1B	00000	0.01
MTO1	00000	10.57
MTOR	00000	17.66
MTPAP	00000	3.44
MTPN	00000	35.45
MTR	00000	11.6
MTRF1	00000	5.82
MTRF1L	00000	7.24
MTRNR2L1	00000	0
MTRNR2L12	00000	0.17
MTRNR2L2	00000	0.04
MTRNR2L4	00000	0.16
MTRNR2L8	00000	0.21
MTRNR2L9	00000	0.11
MTRR	00000	19.54
MTSS1	00000	25.67
MTSS1L	00000	17.59
MTTP	00000	2.3
MTUS1	00000	24.04
MTUS2	00000	0.14
MTX1	00000	19.43
MTX2	00000	21.28
MTX3	00000	2.93
MUC1	00000	194.05
MUC12	00000	0.14
MUC13	00000	9
MUC15	00000	46.12
MUC16	00000	0.01
MUC17	00000	0
MUC19	00000	1.08
MUC2	00000	0
MUC20	00000	66.48
MUC21	00000	0.01
MUC22	00000	0
MUC3A	00000	0.7
MUC4	00000	0.62
MUC5AC	00000	0
MUC5B	00000	0.07
MUC6	00000	0.83
MUC7	00000	0
MUC8	00000	0.01
MUCL1	00000	0.11
MUL1	00000	17.24
MUM1	00000	20.08
MUM1L1	00000	0.39
MURC	00000	0.14
MUS81	00000	21.93
MUSK	00000	0.02
MUSTN1	00000	10.73
MUT	00000	16.12
MUTYH	00000	12.15
MVB12A	00000	34.03
MVB12B	00000	4.11
MVD	00000	16.13
MVK	00000	20.07
MVP	00000	51.6
MX1	00000	15.95
MX2	00000	3.56
MXD1	00000	2.34
MXD3	00000	2.29
MXD4	00000	30.33
MXI1	00000	20.29
MXRA5	00000	7.11
MXRA7	00000	72.48
MXRA8	00000	45.15
MYADM	00000	28.78
MYADML2	00000	0.03
MYB	00000	0.02
MYBBP1A	00000	11.7
MYBL1	00000	0.84
MYBL2	00000	0.07
MYBPC1	00000	0.02
MYBPC2	00000	0.08
MYBPC3	00000	0.03
MYBPH	00000	0.76
MYBPHL	00000	0.06
MYC	00000	5.72
MYCBP	00000	9.12
MYCBP2	00000	20.72
MYCBPAP	00000	0.71
MYCL	00000	1.83
MYCN	00000	2.29
MYCT1	00000	5.64
MYD88	00000	9.23
MYEF2	00000	14.49
MYEOV	00000	0.04
MYEOV2	00000	82.57
MYF5	00000	0.01
MYF6	00000	0.02
MYH1	00000	0
MYH10	00000	51.87
MYH11	00000	95.65
MYH13	00000	0
MYH14	00000	12.7
MYH15	00000	0.03
MYH2	00000	0
MYH3	00000	0.87
MYH4	00000	0
MYH6	00000	0.01
MYH7	00000	0.05
MYH7B	00000	0.94
MYH8	00000	0.51
MYH9	00000	145.4
MYL1	00000	0
MYL10	00000	0.01
MYL12A	00000	257.06
MYL12B	00000	277.01
MYL2	00000	0.01
MYL3	00000	11.04
MYL4	00000	0.12
MYL5	00000	7.23
MYL6	00000	1147.65
MYL6B	00000	69.41
MYL7	00000	0.08
MYL9	00000	328.99
MYLIP	00000	19.83
MYLK	00000	67.56
MYLK2	00000	0.15
MYLK3	00000	0.4
MYLK4	00000	1.02
MYLPF	00000	0.75
MYNN	00000	4.9
MYO10	00000	15.86
MYO15A	00000	0.81
MYO15B	00000	115.82
MYO16	00000	0.04
MYO18A	00000	19.24
MYO18B	00000	0.03
MYO19	00000	13.54
MYO1A	00000	0.13
MYO1B	00000	18.3
MYO1C	00000	59.95
MYO1D	00000	20.62
MYO1E	00000	15.99
MYO1F	00000	5.86
MYO1G	00000	0.89
MYO1H	00000	0.1
MYO3A	00000	0.23
MYO3B	00000	4.02
MYO5A	00000	3.53
MYO5B	00000	11.43
MYO5C	00000	6.19
MYO6	00000	36.63
MYO7A	00000	3.24
MYO7B	00000	6.88
MYO9A	00000	16.92
MYO9B	00000	15.03
MYOC	00000	0.69
MYOCD	00000	1.36
MYOD1	00000	0
MYOF	00000	10.33
MYOG	00000	0.05
MYOM1	00000	3.45
MYOM2	00000	9.22
MYOM3	00000	8.66
MYOT	00000	0.54
MYOZ1	00000	2.4
MYOZ2	00000	0.34
MYOZ3	00000	0.76
MYPN	00000	0
MYPOP	00000	7.14
MYRF	00000	6.2
MYRFL	00000	0.58
MYRIP	00000	0.82
MYSM1	00000	5.07
MYT1	00000	0.24
MYT1L	00000	0
MYZAP	00000	3.91
MZB1	00000	0.43
MZF1	00000	11.96
MZT1	00000	5.08
MZT2A	00000	34.08
MZT2B	00000	81.15
N4BP1	00000	7.14
N4BP2	00000	1
N4BP2L1	00000	7.65
N4BP2L2	00000	43.33
N4BP3	00000	3.74
N6AMT1	00000	4.34
N6AMT2	00000	5.76
NAA10	00000	38.23
NAA11	00000	0
NAA15	00000	4.7
NAA16	00000	4.7
NAA20	00000	36.11
NAA25	00000	3.23
NAA30	00000	5.96
NAA35	00000	5.1
NAA38	00000	9.31
NAA40	00000	10.27
NAA50	00000	31.54
NAA60	00000	39.97
NAAA	00000	26.85
NAALAD2	00000	1.53
NAALADL1	00000	3.68
NAALADL2	00000	3.34
NAB1	00000	12.68
NAB2	00000	10.32
NABP1	00000	4.67
NABP2	00000	15.62
NACA	00000	361.37
NACA2	00000	0
NACAD	00000	1.85
NACC1	00000	15.79
NACC2	00000	7.21
NADK	00000	25.06
NADK2	00000	15.02
NADSYN1	00000	22.08
NAE1	00000	15.82
NAF1	00000	4.89
NAGA	00000	11.65
NAGK	00000	50.38
NAGLU	00000	17.92
NAGPA	00000	7.66
NAGS	00000	4.03
NAIF1	00000	4.08
NAIP	00000	6.5
NALCN	00000	0.29
NAMPT	00000	15.8
