HUGO_SYMBOL	Entrez_Gene_Id	Bill_Tumor
CERS5	00000	22.62
CERS6	00000	5.8
CES1	00000	18.93
CES2	00000	39.89
CES3	00000	6.5
CES4A	00000	2.89
CES5A	00000	0.03
CETN2	00000	38.68
CETN3	00000	19.54
CETP	00000	0.97
CFB	00000	18.5
CFC1	00000	0
CFC1B	00000	0
CFD	00000	14.34
CFDP1	00000	57.51
CFH	00000	15.26
CFHR1	00000	0.02
CFHR2	00000	0
CFHR3	00000	0.05
CFHR4	00000	0
CFHR5	00000	0
CFI	00000	42.9
CFL1	00000	290.17
CFL2	00000	22.41
CFLAR	00000	32.42
CFP	00000	0.72
CFTR	00000	0.4
CGA	00000	0.46
CGB	00000	0
CGB1	00000	0
CGB2	00000	0
CGB5	00000	0
CGB7	00000	0.09
CGB8	00000	0
CGGBP1	00000	25.75
CGN	00000	20.8
CGNL1	00000	55.23
CGREF1	00000	2.73
CGRRF1	00000	9.07
CH25H	00000	7.85
CHAC1	00000	2.95
CHAC2	00000	1
CHAD	00000	1.62
CHADL	00000	1.07
CHAF1A	00000	1.54
CHAF1B	00000	0.9
CHAMP1	00000	6.08
CHAT	00000	0
CHCHD1	00000	24.64
CHCHD10	00000	110.54
CHCHD2	00000	172.93
CHCHD3	00000	34.55
CHCHD4	00000	10.67
CHCHD5	00000	23.82
CHCHD6	00000	7.96
CHCHD7	00000	23.06
CHD1	00000	10.75
CHD1L	00000	7.81
CHD2	00000	21.55
CHD3	00000	66.93
CHD4	00000	57.6
CHD5	00000	0.35
CHD6	00000	20.35
CHD7	00000	5.53
CHD8	00000	19.31
CHD9	00000	13.75
CHDC2	00000	0.03
CHDH	00000	21.21
CHEK1	00000	1.9
CHEK2	00000	2
CHERP	00000	16.91
CHFR	00000	8.18
CHGA	00000	0.52
CHGB	00000	11.65
CHI3L1	00000	23.18
CHI3L2	00000	0.18
CHIA	00000	0.05
CHIC1	00000	3.91
CHIC2	00000	7.24
CHID1	00000	37.82
CHIT1	00000	1.5
CHKA	00000	14.18
CHKB	00000	38.05
CHKB-CPT1B	00000	5.17
CHL1	00000	15.25
CHM	00000	8.09
CHML	00000	2.01
CHMP1A	00000	37.71
CHMP1B	00000	27.09
CHMP2A	00000	97.74
CHMP2B	00000	15.12
CHMP3	00000	41
CHMP4A	00000	39.58
CHMP4B	00000	70.79
CHMP4C	00000	7.78
CHMP5	00000	46.86
CHMP6	00000	12.75
CHMP7	00000	14.05
CHN1	00000	3.83
CHN2	00000	13.19
CHODL	00000	2.43
CHORDC1	00000	8.36
CHP1	00000	40.57
CHP2	00000	0.49
CHPF	00000	23.65
CHPF2	00000	10.58
CHPT1	00000	34.25
CHRAC1	00000	15.51
CHRD	00000	15.11
CHRDL1	00000	9.27
CHRDL2	00000	1.35
CHRFAM7A	00000	0.49
CHRM1	00000	0.14
CHRM2	00000	0.02
CHRM3	00000	0.95
CHRM4	00000	0.07
CHRM5	00000	0.07
CHRNA1	00000	0.01
CHRNA10	00000	0.41
CHRNA2	00000	0.02
CHRNA3	00000	0.12
CHRNA4	00000	2.14
CHRNA5	00000	0.19
CHRNA6	00000	0
CHRNA7	00000	0.64
CHRNA9	00000	0
CHRNB1	00000	7.6
CHRNB2	00000	0.04
CHRNB3	00000	0.01
CHRNB4	00000	0.22
CHRND	00000	0
CHRNE	00000	0.57
CHRNG	00000	0.05
CHST1	00000	4.94
CHST10	00000	3.66
CHST11	00000	1.92
CHST12	00000	9.65
CHST13	00000	1.99
CHST14	00000	10.76
CHST15	00000	10.88
CHST2	00000	7.1
CHST3	00000	5.98
CHST4	00000	0.05
CHST5	00000	0.15
CHST6	00000	1.12
CHST7	00000	2.97
CHST8	00000	0.1
CHST9	00000	1.2
CHSY1	00000	6.35
CHSY3	00000	0.26
CHTF18	00000	4.24
CHTOP	00000	37.96
CHUK	00000	10.18
CHURC1	00000	23.76
CHURC1-FNTB	00000	0.09
CIAO1	00000	33.36
CIAPIN1	00000	16.87
CIB1	00000	44.77
CIB2	00000	6.47
CIB3	00000	0.03
CIB4	00000	0.19
CIC	00000	27.31
CIDEA	00000	0.08
CIDEB	00000	10.05
CIDEC	00000	0.22
CIITA	00000	5.98
CILP	00000	0.88
CILP2	00000	0.03
CINP	00000	13.21
CIR1	00000	25.48
CIRBP	00000	283.29
CIRH1A	00000	18.58
CISD1	00000	28.97
CISD2	00000	11.69
CISD3	00000	22.83
CISH	00000	18.87
CIT	00000	8.19
CITED1	00000	0.16
CITED2	00000	70.72
CITED4	00000	9.72
CIZ1	00000	46.73
CKAP2	00000	2.8
CKAP2L	00000	0.16
CKAP4	00000	17.63
CKAP5	00000	9.95
CKB	00000	203.85
CKLF	00000	13.9
CKLF-CMTM1	00000	0.61
CKM	00000	0.35
CKMT1A	00000	1.08
CKMT1B	00000	3.25
CKMT2	00000	12.04
CKS1B	00000	18.21
CKS2	00000	8.02
CLASP1	00000	11.22
CLASP2	00000	10.55
CLASRP	00000	35.75
CLC	00000	0.01
CLCA1	00000	0
CLCA2	00000	0.01
CLCA4	00000	0.01
CLCC1	00000	8.11
CLCF1	00000	5.03
CLCN1	00000	0.12
CLCN2	00000	3.36
CLCN3	00000	17.54
CLCN4	00000	2.32
CLCN5	00000	21
CLCN6	00000	6.2
CLCN7	00000	43.54
CLCNKA	00000	126.84
CLCNKB	00000	90.59
CLDN1	00000	14.49
CLDN10	00000	118.48
CLDN11	00000	10.13
CLDN12	00000	12.69
CLDN14	00000	5.58
CLDN15	00000	18.33
CLDN16	00000	19.42
CLDN18	00000	0.18
CLDN19	00000	47.02
CLDN2	00000	45.69
CLDN20	00000	0.1
CLDN22	00000	0
CLDN23	00000	3.67
CLDN24	00000	0.16
CLDN3	00000	31.74
CLDN4	00000	76.7
CLDN5	00000	18.41
CLDN6	00000	0.07
CLDN7	00000	72.69
CLDN8	00000	57.77
CLDN9	00000	0.3
CLDND1	00000	28.2
CLDND2	00000	1.23
CLEC10A	00000	1.93
CLEC11A	00000	14.94
CLEC12A	00000	0.48
CLEC12B	00000	0
CLEC14A	00000	13.68
CLEC16A	00000	9.89
CLEC17A	00000	0.03
CLEC18A	00000	16
CLEC18B	00000	19.66
CLEC18C	00000	8.52
CLEC19A	00000	0
CLEC1A	00000	1.71
CLEC1B	00000	0.02
CLEC2A	00000	0
CLEC2B	00000	2.51
CLEC2D	00000	2.98
CLEC2L	00000	0.06
CLEC3A	00000	0.07
CLEC3B	00000	65.36
CLEC4A	00000	0.97
CLEC4C	00000	0
CLEC4D	00000	0.06
CLEC4E	00000	1.05
CLEC4F	00000	0.15
CLEC4G	00000	0.13
CLEC4M	00000	0.03
CLEC5A	00000	0.3
CLEC6A	00000	0.03
CLEC7A	00000	2.03
CLEC9A	00000	0.4
CLECL1	00000	0.24
CLGN	00000	0.22
CLHC1	00000	3.68
CLIC1	00000	116.18
CLIC2	00000	3.23
CLIC3	00000	0.84
CLIC4	00000	91.86
CLIC5	00000	16.78
CLIC6	00000	3.23
CLINT1	00000	44.72
CLIP1	00000	17.24
CLIP2	00000	17.8
CLIP3	00000	11.87
CLIP4	00000	5.23
CLK1	00000	44.95
CLK2	00000	25.07
CLK3	00000	35.15
CLK4	00000	10.21
CLLU1	00000	0.07
CLLU1OS	00000	0.43
CLMN	00000	16.74
CLMP	00000	4.81
CLN3	00000	33.4
CLN5	00000	26.31
CLN6	00000	10.7
CLN8	00000	7.27
CLNK	00000	2.1
CLNS1A	00000	37.16
CLOCK	00000	4.95
CLP1	00000	3.1
CLPB	00000	5.64
CLPP	00000	31.32
CLPS	00000	0
CLPSL1	00000	0.03
CLPSL2	00000	0.04
CLPTM1	00000	81.05
CLPTM1L	00000	65.57
CLPX	00000	15.06
CLRN3	00000	7
CLSPN	00000	0.16
CLSTN1	00000	88.17
CLSTN2	00000	3.56
CLSTN3	00000	24.32
CLTA	00000	115.68
CLTB	00000	44.84
CLTC	00000	73.53
CLTCL1	00000	1.5
CLU	00000	801.83
CLUAP1	00000	17.97
CLUH	00000	43.7
CLUL1	00000	3.89
CLVS1	00000	0.03
CLVS2	00000	0.01
CLYBL	00000	20.27
CMA1	00000	0.07
CMAS	00000	16.99
CMBL	00000	81.29
CMC1	00000	19.72
CMC2	00000	32
CMC4	00000	10.11
CMIP	00000	18.33
CMKLR1	00000	2.91
CMPK1	00000	33.09
CMPK2	00000	1.91
CMSS1	00000	10.92
CMTM1	00000	1.71
CMTM2	00000	0.17
CMTM3	00000	8.3
CMTM4	00000	36.83
CMTM5	00000	0.68
CMTM6	00000	19.99
CMTM7	00000	6.02
CMTM8	00000	3.94
CMTR1	00000	13.59
CMTR2	00000	6.36
CMYA5	00000	2.96
CNBD1	00000	0.01
CNBD2	00000	0.16
CNBP	00000	167.25
CNDP1	00000	0.72
CNDP2	00000	192.19
CNEP1R1	00000	4.67
CNFN	00000	1.41
CNGA1	00000	14.64
CNGA2	00000	0
CNGA3	00000	0.12
CNGA4	00000	0.13
CNGB1	00000	0.05
CNGB3	00000	0.01
CNIH1	00000	27.86
CNIH2	00000	0.27
CNIH3	00000	3.67
CNIH4	00000	14.85
CNKSR1	00000	10.04
CNKSR2	00000	0.07
CNKSR3	00000	9.35
CNN1	00000	39.72
CNN2	00000	56.87
CNN3	00000	120.68
CNNM1	00000	3.94
CNNM2	00000	7.2
CNNM3	00000	10.16
CNNM4	00000	4.09
CNOT1	00000	40.84
CNOT10	00000	9.45
CNOT11	00000	15.5
CNOT2	00000	25.89
CNOT3	00000	18.11
CNOT4	00000	7.53
CNOT6	00000	6.04
CNOT6L	00000	7.15
CNOT7	00000	27.7
CNOT8	00000	20.2
CNP	00000	74.28
CNPPD1	00000	58.23
CNPY1	00000	0.01
CNPY2	00000	54.92
CNPY3	00000	22.7
CNPY4	00000	10.35
CNR1	00000	0.04
CNR2	00000	0.04
CNRIP1	00000	7.88
CNST	00000	6.06
CNTD1	00000	1.65
CNTD2	00000	12.74
CNTF	00000	0.36
CNTFR	00000	2.84
CNTLN	00000	2.16
CNTN1	00000	8.11
CNTN2	00000	0.08
CNTN3	00000	1.98
CNTN4	00000	4.15
CNTN5	00000	0.44
CNTN6	00000	0.12
CNTNAP1	00000	2.6
CNTNAP2	00000	0.12
CNTNAP3	00000	1.73
CNTNAP3B	00000	5.69
CNTNAP4	00000	0.02
CNTNAP5	00000	0.09
CNTRL	00000	2.32
CNTROB	00000	10.84
COA1	00000	21.27
COA3	00000	149.26
COA4	00000	35.57
COA5	00000	25.32
COA6	00000	19.52
COASY	00000	42.79
COBL	00000	11.13
COBLL1	00000	76.54
COCH	00000	1.4
COG1	00000	15.34
COG2	00000	11.44
COG3	00000	7.53
COG4	00000	18.62
COG5	00000	8.64
COG6	00000	6.41
COG7	00000	13.8
COG8	00000	10.44
COIL	00000	5.95
COL10A1	00000	0.27
COL11A1	00000	0.07
COL11A2	00000	0.76
COL12A1	00000	21.34
COL13A1	00000	1.23
COL14A1	00000	26.4
COL15A1	00000	4.07
COL16A1	00000	15.59
COL17A1	00000	0.26
COL18A1	00000	131.65
COL19A1	00000	0.45
COL1A1	00000	27.95
COL1A2	00000	56.23
COL20A1	00000	0.04
COL21A1	00000	1.19
COL22A1	00000	0.62
COL23A1	00000	1.5
COL24A1	00000	0.58
COL25A1	00000	2.34
COL27A1	00000	20.46
COL28A1	00000	3.06
COL2A1	00000	0.02
COL3A1	00000	34.14
COL4A1	00000	31.85
COL4A2	00000	53.41
COL4A3	00000	22.89
COL4A3BP	00000	11.64
COL4A4	00000	11.56
COL4A5	00000	12.08
COL4A6	00000	5.95
COL5A1	00000	6.61
COL5A2	00000	4.21
COL5A3	00000	2.46
COL6A1	00000	71.37
COL6A2	00000	64.81
COL6A3	00000	7.26
COL6A5	00000	0.01
COL6A6	00000	0.06
COL7A1	00000	8.81
COL8A1	00000	4.02
COL8A2	00000	1.56
COL9A1	00000	0.78
COL9A2	00000	25.9
COL9A3	00000	6.77
COLCA1	00000	6.68
COLCA2	00000	7.36
COLEC10	00000	0.31
COLEC11	00000	18.24
COLEC12	00000	5.26
COLGALT1	00000	13.19
COLGALT2	00000	0.56
COLQ	00000	1.46
COMMD1	00000	21.48
COMMD10	00000	11.78
COMMD2	00000	11.46
COMMD3	00000	17.13
COMMD3-BMI1	00000	3.41
COMMD4	00000	35.88
COMMD5	00000	9.35
COMMD6	00000	83.86
COMMD7	00000	29.09
COMMD8	00000	14.43
COMMD9	00000	25.73
COMP	00000	0.33
COMT	00000	77.5
COMTD1	00000	14.16
COPA	00000	34.03
COPB1	00000	30.26
COPB2	00000	31.14
COPE	00000	61.48
COPG1	00000	48.81
COPG2	00000	15.24
COPRS	00000	32.52
COPS2	00000	23.29
COPS3	00000	18.51
COPS4	00000	18.58
COPS5	00000	21.65
COPS6	00000	55.74
COPS7A	00000	36.7
COPS7B	00000	17.17
COPS8	00000	27.81
COPZ1	00000	62.9
COPZ2	00000	13.64
COQ10A	00000	10.94
COQ10B	00000	11.86
COQ2	00000	4.49
COQ3	00000	5.18
COQ4	00000	33.05
COQ5	00000	17.45
COQ6	00000	17.57
COQ7	00000	14.35
COQ9	00000	56.96
CORIN	00000	2.06
CORO1A	00000	8.55
CORO1B	00000	41.95
CORO1C	00000	17.31
CORO2A	00000	0.4
CORO2B	00000	6.15
CORO6	00000	1.62
CORO7	00000	11.33
CORO7-PAM16	00000	0.03
CORT	00000	0.23
COTL1	00000	97.57
COX10	00000	6.41
COX11	00000	31.47
COX14	00000	43.79
COX15	00000	18.76
COX16	00000	23.72
COX17	00000	52.07
COX18	00000	6.45
COX19	00000	4.35
COX20	00000	58.67
COX4I1	00000	444.76
COX4I2	00000	4.02
COX5A	00000	155.9
COX5B	00000	152.08
COX6A1	00000	323.99
COX6A1P2	00000	38.4
COX6A2	00000	1.48
COX6B1	00000	199.53
COX6B2	00000	0.25
COX6C	00000	157.03
COX7A1	00000	31.06
COX7A2	00000	187.95
COX7A2L	00000	83.07
COX7B	00000	58.75
COX7B2	00000	0
COX7C	00000	302.34
COX8A	00000	407.35
COX8C	00000	0.03
CP	00000	5.14
CPA1	00000	0.19
CPA2	00000	0.02
CPA3	00000	1.3
CPA4	00000	0.03
CPA5	00000	0.17
CPA6	00000	0.16
CPAMD8	00000	19.87
CPB1	00000	0.04
CPB2	00000	0.04
CPD	00000	10.95
CPE	00000	64.39
CPEB1	00000	0.94
CPEB2	00000	7.47
CPEB3	00000	3.29
CPEB4	00000	23
CPED1	00000	7.17
CPLX1	00000	2.97
CPLX2	00000	0.01
CPLX3	00000	0.02
CPM	00000	25.22
CPN1	00000	0.11
CPN2	00000	3.49
CPNE1	00000	60.78
CPNE2	00000	16.62
CPNE3	00000	26.87
CPNE4	00000	0.42
CPNE5	00000	1.05
CPNE6	00000	0.53
CPNE7	00000	2.52
CPNE8	00000	5.53
CPNE9	00000	0.18
CPO	00000	0.4
CPOX	00000	4.25
CPPED1	00000	19.36
CPQ	00000	37.8
CPS1	00000	0.97
CPSF1	00000	44.21
CPSF2	00000	7.7
CPSF3	00000	10.23
CPSF3L	00000	51.31
CPSF4	00000	10.84
CPSF4L	00000	0.01
CPSF6	00000	17.17
CPSF7	00000	30.68
CPT1A	00000	32.06
CPT1B	00000	14.35
CPT1C	00000	2.63
CPT2	00000	14.71
CPVL	00000	83.14
CPXM1	00000	2.11
CPXM2	00000	5.9
CPZ	00000	2.4
CR1	00000	1.01
CR1L	00000	0.75
CR2	00000	0.61
CRABP1	00000	3.96
CRABP2	00000	4.86
CRADD	00000	9.42
CRAMP1L	00000	6.62
CRAT	00000	27.11
CRB1	00000	0.1
CRB2	00000	1.89
CRB3	00000	24.66
CRBN	00000	18.82
CRCP	00000	16.56
CRCT1	00000	0.01
CREB1	00000	8.09
CREB3	00000	20.01
CREB3L1	00000	4.1
CREB3L2	00000	16.85
CREB3L3	00000	0.56
CREB3L4	00000	6.96
CREB5	00000	1.82
CREBBP	00000	14.32
CREBL2	00000	32.26
CREBRF	00000	9.42
CREBZF	00000	19.73
CREG1	00000	69.11
CREG2	00000	0.12
CRELD1	00000	19.45
CRELD2	00000	14.14
CREM	00000	23.1
CRH	00000	0.03
CRHBP	00000	8.47
CRHR1	00000	0.14
CRHR2	00000	0.27
CRIM1	00000	67.82
CRIP1	00000	68.7
CRIP2	00000	143.2
CRIP3	00000	1.42
CRIPAK	00000	3.17
CRIPT	00000	6.69
CRISP1	00000	0.02
CRISP2	00000	0.31
CRISP3	00000	0.06
CRISPLD1	00000	0.61
CRISPLD2	00000	18.68
CRK	00000	20.48
CRKL	00000	12.32
CRLF1	00000	3.16
CRLF2	00000	0
CRLF3	00000	3.08
CRLS1	00000	19.17
CRMP1	00000	11.32
CRNKL1	00000	7.45
CRNN	00000	0.01
CROCC	00000	10.8
CROT	00000	10.84
CRP	00000	0.01
CRTAC1	00000	1.97
CRTAM	00000	0.14
CRTAP	00000	77.71
CRTC1	00000	14.14
CRTC2	00000	21.48
CRTC3	00000	11.65
CRX	00000	0
CRY1	00000	7.9
CRY2	00000	20.46
CRYAA	00000	45.75
CRYAB	00000	351.88
CRYBA1	00000	0.01
CRYBA2	00000	0
CRYBA4	00000	0.01
CRYBB1	00000	0.13
CRYBB2	00000	0.08
CRYBB3	00000	1.26
CRYBG3	00000	7.93
CRYGA	00000	0
CRYGD	00000	0
CRYGN	00000	0.15
CRYGS	00000	1.28
CRYL1	00000	113.43
CRYM	00000	9.22
CRYZ	00000	107.77
CRYZL1	00000	14.85
CS	00000	62.64
CSAD	00000	16.46
CSAG1	00000	0.01
CSDC2	00000	11.35
CSDE1	00000	140.71
CSE1L	00000	20.23
CSF1	00000	11.94
CSF1R	00000	6.63
CSF2	00000	0.02
CSF2RA	00000	0.94
CSF2RB	00000	1.06
CSF3	00000	0.07
CSF3R	00000	1.92
CSGALNACT1	00000	5.59
CSGALNACT2	00000	4.77
CSK	00000	21.48
CSMD1	00000	0.57
CSMD2	00000	0.14
CSMD3	00000	0.04
CSN1S1	00000	0
CSN3	00000	0
CSNK1A1	00000	38.67
CSNK1D	00000	52.94
CSNK1E	00000	49.12
CSNK1G1	00000	2.96
CSNK1G2	00000	34.91
CSNK1G3	00000	8.03
CSNK2A1	00000	23.49
CSNK2A2	00000	15.19
CSNK2A3	00000	3.55
CSNK2B	00000	88.7
CSPG4	00000	4.45
CSPG5	00000	0.11
CSPP1	00000	8.24
CSRNP1	00000	9.25
CSRNP2	00000	8.8
CSRNP3	00000	1.19
CSRP1	00000	152.04
CSRP2	00000	39.45
CSRP2BP	00000	6.36
CSRP3	00000	0
CST1	00000	0.27
CST11	00000	0.04
CST2	00000	0.03
CST3	00000	366.46
CST4	00000	0
CST5	00000	0.61
CST6	00000	1.87
CST7	00000	2.12
CST8	00000	0
CST9	00000	0.44
CST9L	00000	0
CSTA	00000	0.37
CSTB	00000	39.52
CSTF1	00000	9.43
CSTF2	00000	4.38
CSTF2T	00000	9.14
CSTF3	00000	14.37
CSTL1	00000	0
CT45A1	00000	0
CT45A2	00000	0
CT45A3	00000	0
CT45A4	00000	0
CT45A5	00000	0
CT45A6	00000	0
CT47B1	00000	0
CT62	00000	0.09
CTAG1A	00000	0.01
CTAG1B	00000	0.01
CTAG2	00000	0
CTAGE15	00000	0.01
CTAGE4	00000	0
CTAGE5	00000	25.3
CTAGE6	00000	0.09
CTAGE8	00000	1.61
CTAGE9	00000	0.01
CTBP1	00000	74.88
CTBP2	00000	26.25
CTBS	00000	12.22
CTC1	00000	13.31
CTCF	00000	17.74
CTCFL	00000	0.02
CTDNEP1	00000	48.12
CTDP1	00000	6.75
CTDSP1	00000	98.88
CTDSP2	00000	57.53
CTDSPL	00000	36.38
CTDSPL2	00000	5.67
CTF1	00000	7.71
CTGF	00000	186.43
CTH	00000	4.33
CTHRC1	00000	1.51
CTIF	00000	14.32
CTLA4	00000	0.14
CTNNA1	00000	172.54
CTNNA2	00000	0.05
CTNNA3	00000	0.23
CTNNAL1	00000	18.08
CTNNB1	00000	68.16
CTNNBIP1	00000	9.74
CTNNBL1	00000	16.63
CTNND1	00000	68.89
CTNND2	00000	0.18
CTNS	00000	13.19
CTPS1	00000	7
CTPS2	00000	5.18
CTR9	00000	14.16
CTRB1	00000	0.01
CTRB2	00000	0.04
CTRC	00000	0.02
CTRL	00000	0.24
CTSA	00000	115.96
CTSB	00000	260.62
CTSC	00000	80.04
CTSD	00000	483.4
CTSE	00000	0.11
CTSF	00000	62.02
CTSG	00000	0.52
CTSH	00000	367.62
CTSK	00000	14.64
CTSL	00000	106.12
CTSO	00000	23.02
CTSS	00000	13.47
CTSV	00000	4.41
CTSW	00000	1.76
CTSZ	00000	108.19
CTTN	00000	74.5
CTTNBP2	00000	3.82
CTTNBP2NL	00000	5.91
CTU1	00000	2.6
CTU2	00000	5.11
CTXN1	00000	5.65
CTXN2	00000	0.02
CTXN3	00000	15.38
CUBN	00000	23.63
CUEDC1	00000	27.37
CUEDC2	00000	33.72
CUL1	00000	11.99
CUL2	00000	7.16
CUL3	00000	31.63
CUL4A	00000	20.68
CUL4B	00000	12.64
CUL5	00000	7.42
CUL7	00000	8.89
CUL9	00000	13.34
CUTA	00000	110.62
CUTC	00000	7.71
CUX1	00000	34.08
CUX2	00000	0.08
CUZD1	00000	0.31
CWC15	00000	20.83
CWC22	00000	5.69
CWC25	00000	10.82
CWC27	00000	9.02
CWF19L1	00000	6.05
CWF19L2	00000	11.06
CWH43	00000	3.67
CX3CL1	00000	29.71
CX3CR1	00000	2.11
CXADR	00000	6.82
CXCL1	00000	2.75
CXCL10	00000	1.66
CXCL11	00000	0.3
CXCL12	00000	107.54
CXCL13	00000	0
CXCL14	00000	147.32
CXCL16	00000	21.38
CXCL17	00000	0.89
CXCL2	00000	3.2
CXCL3	00000	1.04
CXCL5	00000	0.06
CXCL6	00000	0.84
CXCL9	00000	1.67
CXCR1	00000	0.04
CXCR2	00000	0.12
CXCR3	00000	0.34
CXCR4	00000	11.69
CXCR5	00000	0.21
CXCR6	00000	0.64
CXXC1	00000	41.17
CXXC11	00000	0.06
CXXC4	00000	0.49
CXXC5	00000	64.48
CXorf21	00000	0.55
CXorf22	00000	0.02
CXorf23	00000	3.28
CXorf24	00000	2.31
CXorf27	00000	0
CXorf28	00000	0
CXorf30	00000	0.04
CXorf31	00000	0.23
CXorf36	00000	3.57
CXorf38	00000	4.86
CXorf40A	00000	8.42
CXorf40B	00000	14.86
CXorf56	00000	9.9
CXorf57	00000	1.92
CXorf58	00000	0.08
CXorf64	00000	0.01
CXorf65	00000	0.28
CXorf67	00000	0.04
CYB561	00000	22.66
CYB561A3	00000	15.95
CYB561D1	00000	3.8
CYB561D2	00000	8.79
CYB5A	00000	290.24
CYB5B	00000	50.47
CYB5D1	00000	12.24
CYB5D2	00000	23.45
CYB5R1	00000	34.12
CYB5R2	00000	3.57
CYB5R3	00000	130.41
CYB5R4	00000	3.71
CYB5RL	00000	2.21
CYBA	00000	90.95
CYBB	00000	3.83
CYBRD1	00000	33.81
CYC1	00000	85.06
CYCS	00000	76.91
CYFIP1	00000	29.52
CYFIP2	00000	171.15
CYGB	00000	11.87
CYHR1	00000	34.17
CYLC1	00000	0
CYLD	00000	7.32
CYP11A1	00000	0.24
CYP11B1	00000	0
CYP17A1	00000	8.06
CYP19A1	00000	0.09
CYP1A1	00000	1.72
CYP1A2	00000	0.16
CYP1B1	00000	22.35
CYP20A1	00000	9.96
CYP21A2	00000	0.6
CYP24A1	00000	11.85
CYP26A1	00000	0.02
CYP26B1	00000	7.75
CYP26C1	00000	0.02
CYP27A1	00000	18.15
CYP27B1	00000	2.87
CYP27C1	00000	0.23
CYP2A6	00000	0.04
CYP2A7	00000	0.11
CYP2B6	00000	6.11
CYP2C18	00000	0.12
CYP2C19	00000	0.01
CYP2C8	00000	0.35
CYP2C9	00000	0.48
CYP2D6	00000	1.31
CYP2E1	00000	2.93
CYP2F1	00000	0.04
CYP2J2	00000	1.08
CYP2R1	00000	5.85
CYP2S1	00000	3.41
CYP2U1	00000	3.23
CYP2W1	00000	0.17
CYP39A1	00000	3.27
CYP3A4	00000	0.64
CYP3A43	00000	0.05
CYP3A5	00000	4.54
CYP3A7	00000	1.72
CYP46A1	00000	1.06
CYP4A11	00000	50.1
CYP4A22	00000	10.63
CYP4B1	00000	1.84
CYP4F11	00000	2.17
CYP4F12	00000	2.19
CYP4F2	00000	10.84
CYP4F22	00000	0.08
CYP4F3	00000	10.98
CYP4F31P	00000	0
CYP4V2	00000	32.74
CYP4X1	00000	4.47
CYP4Z1	00000	0.1
CYP51A1	00000	22.66
CYP7A1	00000	0.03
CYP7B1	00000	3.85
CYP8B1	00000	2.7
CYR61	00000	241.96
CYS1	00000	111.97
CYSLTR1	00000	0.56
CYSLTR2	00000	1.77
CYSTM1	00000	236.53
CYTH1	00000	14.96
CYTH2	00000	30.64
CYTH3	00000	12.36
CYTH4	00000	3.15
CYTIP	00000	1.72
CYTL1	00000	0.62
CYYR1	00000	13.76
CYorf17	00000	0
D2HGDH	00000	28.7
DAAM1	00000	9.56
DAAM2	00000	11.04
DAB1	00000	0.51
DAB2	00000	73.52
DAB2IP	00000	23.9
DACH1	00000	5.61
DACH2	00000	0.79
DACT1	00000	6.75
DACT2	00000	2.87
DACT3	00000	8.14
DAD1	00000	143.54
DAG1	00000	34.96
DAGLA	00000	2.14
DAGLB	00000	4.75
DAK	00000	48.44
DALRD3	00000	17.4
DAND5	00000	0.05
DAO	00000	19.4
DAP	00000	100.91
DAP3	00000	36.24
DAPK1	00000	26.31
DAPK2	00000	4.98
DAPK3	00000	22.63
DAPL1	00000	0.7
DAPP1	00000	0.58
DARC	00000	3.21
DARS	00000	32.48
DARS2	00000	6.19
DAW1	00000	0.13
DAXX	00000	15.8
DAZ1	00000	0.26
DAZ2	00000	0.03
DAZ3	00000	0
DAZ4	00000	0.01
DAZAP1	00000	52.48
DAZAP2	00000	276.72
DAZL	00000	0.15
DBF4	00000	1.41
DBF4B	00000	2.65
DBH	00000	1.83
DBI	00000	156.08
DBN1	00000	38.72
DBNDD1	00000	8.05
DBNDD2	00000	27.08
DBNL	00000	42.05
DBP	00000	13.42
DBR1	00000	5.01
DBT	00000	6.18
DBX1	00000	0
DBX2	00000	0.02
DCAF10	00000	8.32
DCAF11	00000	51.08
DCAF12	00000	11.6
DCAF12L1	00000	1.07
DCAF12L2	00000	0.25
DCAF13	00000	10.64
DCAF15	00000	13.8
DCAF16	00000	8.53
DCAF17	00000	5.39
DCAF4	00000	6.27
DCAF4L1	00000	0.09
DCAF4L2	00000	0
DCAF5	00000	20.16
DCAF6	00000	20.52
DCAF7	00000	24.33
DCAF8	00000	61.41
DCAF8L1	00000	0
DCAF8L2	00000	0
DCAKD	00000	16.43
DCBLD1	00000	3.94
DCBLD2	00000	8.7
DCC	00000	0.09
DCD	00000	0.03
DCDC1	00000	0.64
DCDC2	00000	13.11
DCDC2B	00000	0.28
DCDC2C	00000	0.02
DCHS1	00000	2.98
DCHS2	00000	0.34
DCK	00000	7.87
DCLK1	00000	1.33
DCLK2	00000	1.96
DCLK3	00000	0.02
DCLRE1A	00000	2.92
DCLRE1B	00000	1.4
DCLRE1C	00000	3.5
DCN	00000	340.84
DCP1A	00000	6.25
DCP1B	00000	6.92
DCP2	00000	4.77
DCPS	00000	20.89
DCST1	00000	0.03
DCST2	00000	0.38
DCSTAMP	00000	0.49
DCT	00000	0.31
DCTD	00000	36.03
DCTN1	00000	38.36
DCTN2	00000	70.35
DCTN3	00000	49.25
DCTN4	00000	13.6
DCTN5	00000	14.02
DCTN6	00000	29.11
DCTPP1	00000	17
DCUN1D1	00000	7.95
DCUN1D2	00000	7
DCUN1D3	00000	2.86
DCUN1D4	00000	9.66
DCUN1D5	00000	6.88
DCX	00000	0.01
DCXR	00000	156.43
